"Date","Dernier","Ouv."," Plus Haut","Plus Bas","Variation %"
"03/01/1994","5,5270","5,5270","5,5270","5,5270","-0,27%"
"04/01/1994","5,5390","5,5390","5,5390","5,5390","0,22%"
"05/01/1994","5,5640","5,5640","5,5640","5,5640","0,45%"
"06/01/1994","5,6120","5,6120","5,6120","5,6120","0,86%"
"07/01/1994","5,5850","5,5850","5,5850","5,5850","-0,48%"
"10/01/1994","5,5850","5,5850","5,5850","5,5850","0,00%"
"11/01/1994","5,5700","5,5700","5,5700","5,5700","-0,27%"
"12/01/1994","5,5690","5,5690","5,5690","5,5690","-0,02%"
"13/01/1994","5,5540","5,5540","5,5540","5,5540","-0,27%"
"14/01/1994","5,5830","5,5830","5,5830","5,5830","0,52%"
"17/01/1994","5,6010","5,6010","5,6010","5,6010","0,32%"
"18/01/1994","5,5840","5,5840","5,5840","5,5840","-0,30%"
"19/01/1994","5,5960","5,5960","5,5960","5,5960","0,21%"
"20/01/1994","5,6300","5,6300","5,6300","5,6300","0,61%"
"21/01/1994","5,6430","5,6430","5,6430","5,6430","0,23%"
"24/01/1994","5,7270","5,7270","5,7270","5,7270","1,49%"
"25/01/1994","5,7240","5,7240","5,7240","5,7240","-0,05%"
"26/01/1994","5,7210","5,7210","5,7210","5,7210","-0,05%"
"27/01/1994","5,7320","5,7320","5,7320","5,7320","0,19%"
"28/01/1994","5,7080","5,7080","5,7080","5,7080","-0,42%"
"31/01/1994","5,6820","5,6820","5,6820","5,6820","-0,46%"
"01/02/1994","5,6830","5,6830","5,6830","5,6830","0,02%"
"02/02/1994","5,6870","5,6870","5,6870","5,6870","0,07%"
"03/02/1994","5,7030","5,7030","5,7030","5,7030","0,28%"
"04/02/1994","5,7740","5,7740","5,7740","5,7740","1,24%"
"07/02/1994","5,7780","5,7780","5,7780","5,7780","0,07%"
"08/02/1994","5,7890","5,7890","5,7890","5,7890","0,19%"
"09/02/1994","5,8810","5,8810","5,8810","5,8810","1,59%"
"10/02/1994","5,8000","5,8000","5,8000","5,8000","-1,38%"
"11/02/1994","5,7830","5,7830","5,7830","5,7830","-0,29%"
"14/02/1994","5,7910","5,7910","5,7910","5,7910","0,14%"
"15/02/1994","5,8350","5,8350","5,8350","5,8350","0,76%"
"16/02/1994","5,8870","5,8870","5,8870","5,8870","0,89%"
"17/02/1994","5,8850","5,8850","5,8850","5,8850","-0,03%"
"18/02/1994","5,9380","5,9380","5,9380","5,9380","0,90%"
"21/02/1994","6,0270","6,0270","6,0270","6,0270","1,50%"
"22/02/1994","5,9670","5,9670","5,9670","5,9670","-1,00%"
"23/02/1994","5,9670","5,9670","5,9670","5,9670","0,00%"
"24/02/1994","6,0930","6,0930","6,0930","6,0930","2,11%"
"25/02/1994","6,1640","6,1640","6,1640","6,1640","1,17%"
"28/02/1994","6,0990","6,0990","6,0990","6,0990","-1,05%"
"01/03/1994","6,2200","6,2200","6,2200","6,2200","1,98%"
"03/03/1994","6,2300","6,2300","6,2300","6,2300","0,16%"
"04/03/1994","6,2000","6,2000","6,2000","6,2000","-0,48%"
"07/03/1994","6,0920","6,0920","6,0920","6,0920","-1,74%"
"08/03/1994","6,2330","6,2330","6,2330","6,2330","2,31%"
"09/03/1994","6,4000","6,4000","6,4000","6,4000","2,68%"
"14/03/1994","6,3200","6,3200","6,3200","6,3200","-1,25%"
"15/03/1994","6,2550","6,2550","6,2550","6,2550","-1,03%"
"16/03/1994","6,2320","6,2320","6,2320","6,2320","-0,37%"
"17/03/1994","6,2700","6,2700","6,2700","6,2700","0,61%"
"18/03/1994","6,3870","6,3870","6,3870","6,3870","1,87%"
"21/03/1994","6,4470","6,4470","6,4470","6,4470","0,94%"
"22/03/1994","6,3640","6,3640","6,3640","6,3640","-1,29%"
"23/03/1994","6,3710","6,3710","6,3710","6,3710","0,11%"
"24/03/1994","6,2750","6,2750","6,2750","6,2750","-1,51%"
"25/03/1994","6,4030","6,4030","6,4030","6,4030","2,04%"
"28/03/1994","6,3590","6,3590","6,3590","6,3590","-0,69%"
"29/03/1994","6,3980","6,3980","6,3980","6,3980","0,61%"
"30/03/1994","6,3590","6,3590","6,3590","6,3590","-0,61%"
"31/03/1994","6,3230","6,3230","6,3230","6,3230","-0,57%"
"05/04/1994","6,3280","6,3280","6,3280","6,3280","0,08%"
"06/04/1994","6,3060","6,3060","6,3060","6,3060","-0,35%"
"07/04/1994","6,2890","6,2890","6,2890","6,2890","-0,27%"
"08/04/1994","6,3010","6,3010","6,3010","6,3010","0,19%"
"11/04/1994","6,2550","6,2550","6,2550","6,2550","-0,73%"
"12/04/1994","6,2610","6,2610","6,2610","6,2610","0,10%"
"13/04/1994","6,3080","6,3080","6,3080","6,3080","0,75%"
"14/04/1994","6,3030","6,3030","6,3030","6,3030","-0,08%"
"15/04/1994","6,3550","6,3550","6,3550","6,3550","0,83%"
"18/04/1994","6,4740","6,4740","6,4740","6,4740","1,87%"
"19/04/1994","6,5610","6,5610","6,5610","6,5610","1,34%"
"20/04/1994","6,6470","6,6470","6,6470","6,6470","1,31%"
"25/04/1994","6,7350","6,7350","6,7350","6,7350","1,32%"
"26/04/1994","6,6420","6,6420","6,6420","6,6420","-1,38%"
"27/04/1994","6,5560","6,5560","6,5560","6,5560","-1,29%"
"28/04/1994","6,5920","6,5920","6,5920","6,5920","0,55%"
"29/04/1994","6,5350","6,5350","6,5350","6,5350","-0,86%"
"02/05/1994","6,5560","6,5560","6,5560","6,5560","0,32%"
"03/05/1994","6,5790","6,5790","6,5790","6,5790","0,35%"
"04/05/1994","6,6720","6,6720","6,6720","6,6720","1,41%"
"05/05/1994","6,6810","6,6810","6,6810","6,6810","0,13%"
"06/05/1994","6,6760","6,6760","6,6760","6,6760","-0,07%"
"09/05/1994","6,7450","6,7450","6,7450","6,7450","1,03%"
"10/05/1994","6,5940","6,5940","6,5940","6,5940","-2,24%"
"11/05/1994","6,6160","6,6160","6,6160","6,6160","0,33%"
"13/05/1994","6,5900","6,5900","6,5900","6,5900","-0,39%"
"16/05/1994","6,5140","6,5140","6,5140","6,5140","-1,15%"
"17/05/1994","6,5290","6,5290","6,5290","6,5290","0,23%"
"18/05/1994","6,4650","6,4650","6,4650","6,4650","-0,98%"
"19/05/1994","6,4550","6,4550","6,4550","6,4550","-0,15%"
"20/05/1994","6,5340","6,5340","6,5340","6,5340","1,22%"
"24/05/1994","6,6910","6,6910","6,6910","6,6910","2,40%"
"25/05/1994","6,8110","6,8110","6,8110","6,8110","1,79%"
"26/05/1994","6,8110","6,8110","6,8110","6,8110","0,00%"
"27/05/1994","6,8470","6,8470","6,8470","6,8470","0,53%"
"30/05/1994","6,8220","6,8220","6,8220","6,8220","-0,37%"
"01/06/1994","7,0870","7,0870","7,0870","7,0870","3,88%"
"03/06/1994","6,9190","6,9190","6,9190","6,9190","-2,37%"
"06/06/1994","6,9830","6,9830","6,9830","6,9830","0,92%"
"07/06/1994","7,0210","7,0210","7,0210","7,0210","0,54%"
"08/06/1994","6,9300","6,9300","6,9300","6,9300","-1,30%"
"09/06/1994","6,9440","6,9440","6,9440","6,9440","0,20%"
"10/06/1994","6,8610","6,8610","6,8610","6,8610","-1,20%"
"13/06/1994","7,0330","7,0330","7,0330","7,0330","2,51%"
"14/06/1994","7,0370","7,0370","7,0370","7,0370","0,06%"
"15/06/1994","7,1060","7,1060","7,1060","7,1060","0,98%"
"16/06/1994","7,1760","7,1760","7,1760","7,1760","0,99%"
"17/06/1994","7,1980","7,1980","7,1980","7,1980","0,31%"
"20/06/1994","7,3150","7,3150","7,3150","7,3150","1,63%"
"21/06/1994","7,3290","7,3290","7,3290","7,3290","0,19%"
"22/06/1994","7,2250","7,2250","7,2250","7,2250","-1,42%"
"23/06/1994","7,0130","7,0130","7,0130","7,0130","-2,93%"
"24/06/1994","7,0880","7,0880","7,0880","7,0880","1,07%"
"27/06/1994","7,0330","7,0330","7,0330","7,0330","-0,78%"
"28/06/1994","6,9900","6,9900","6,9900","6,9900","-0,61%"
"29/06/1994","6,9680","6,9680","6,9680","6,9680","-0,31%"
"30/06/1994","7,0560","7,0560","7,0560","7,0560","1,26%"
"01/07/1994","7,0680","7,0680","7,0680","7,0680","0,17%"
"04/07/1994","7,0260","7,0260","7,0260","7,0260","-0,59%"
"05/07/1994","7,0750","7,0750","7,0750","7,0750","0,70%"
"06/07/1994","7,0490","7,0490","7,0490","7,0490","-0,37%"
"07/07/1994","7,0650","7,0650","7,0650","7,0650","0,23%"
"08/07/1994","7,0050","7,0050","7,0050","7,0050","-0,85%"
"11/07/1994","6,8820","6,8820","6,8820","6,8820","-1,76%"
"12/07/1994","6,8480","6,8480","6,8480","6,8480","-0,49%"
"13/07/1994","6,8900","6,8900","6,8900","6,8900","0,61%"
"14/07/1994","6,7380","6,7380","6,7380","6,7380","-2,21%"
"15/07/1994","6,8150","6,8150","6,8150","6,8150","1,14%"
"18/07/1994","6,7510","6,7510","6,7510","6,7510","-0,94%"
"19/07/1994","6,7080","6,7080","6,7080","6,7080","-0,64%"
"20/07/1994","6,8260","6,8260","6,8260","6,8260","1,76%"
"21/07/1994","6,7860","6,7860","6,7860","6,7860","-0,59%"
"22/07/1994","6,8360","6,8360","6,8360","6,8360","0,74%"
"25/07/1994","6,7730","6,7730","6,7730","6,7730","-0,92%"
"26/07/1994","6,8110","6,8110","6,8110","6,8110","0,56%"
"27/07/1994","6,8600","6,8600","6,8600","6,8600","0,72%"
"28/07/1994","6,9050","6,9050","6,9050","6,9050","0,66%"
"29/07/1994","6,8210","6,8210","6,8210","6,8210","-1,22%"
"01/08/1994","6,8180","6,8180","6,8180","6,8180","-0,04%"
"02/08/1994","6,7810","6,7810","6,7810","6,7810","-0,54%"
"03/08/1994","6,7810","6,7810","6,7810","6,7810","0,00%"
"04/08/1994","6,8500","6,8500","6,8500","6,8500","1,02%"
"05/08/1994","6,8690","6,8690","6,8690","6,8690","0,28%"
"08/08/1994","6,9280","6,9280","6,9280","6,9280","0,86%"
"09/08/1994","7,0120","7,0120","7,0120","7,0120","1,21%"
"10/08/1994","7,0100","7,0100","7,0100","7,0100","-0,03%"
"11/08/1994","7,2000","7,2000","7,2000","7,2000","2,71%"
"12/08/1994","7,1880","7,1880","7,1880","7,1880","-0,17%"
"15/08/1994","7,2040","7,2040","7,2040","7,2040","0,22%"
"16/08/1994","7,1570","7,1570","7,1570","7,1570","-0,65%"
"17/08/1994","7,2120","7,2120","7,2120","7,2120","0,77%"
"18/08/1994","7,1900","7,1900","7,1900","7,1900","-0,31%"
"19/08/1994","7,2410","7,2410","7,2410","7,2410","0,71%"
"22/08/1994","7,2940","7,2940","7,2940","7,2940","0,73%"
"23/08/1994","7,2530","7,2530","7,2530","7,2530","-0,56%"
"24/08/1994","7,2590","7,2590","7,2590","7,2590","0,08%"
"25/08/1994","7,2320","7,2320","7,2320","7,2320","-0,37%"
"26/08/1994","7,1520","7,1520","7,1520","7,1520","-1,11%"
"29/08/1994","7,1760","7,1760","7,1760","7,1760","0,34%"
"30/08/1994","7,2120","7,2120","7,2120","7,2120","0,50%"
"31/08/1994","7,2170","7,2170","7,2170","7,2170","0,07%"
"01/09/1994","7,2870","7,2870","7,2870","7,2870","0,97%"
"02/09/1994","7,3450","7,3450","7,3450","7,3450","0,80%"
"05/09/1994","7,3970","7,3970","7,3970","7,3970","0,71%"
"06/09/1994","7,4520","7,4520","7,4520","7,4520","0,74%"
"07/09/1994","7,4760","7,4760","7,4760","7,4760","0,32%"
"08/09/1994","7,4320","7,4320","7,4320","7,4320","-0,59%"
"09/09/1994","7,5800","7,5800","7,5800","7,5800","1,99%"
"12/09/1994","7,5420","7,5420","7,5420","7,5420","-0,50%"
"13/09/1994","7,5100","7,5100","7,5100","7,5100","-0,42%"
"14/09/1994","7,6000","7,6000","7,6000","7,6000","1,20%"
"15/09/1994","7,4970","7,4970","7,4970","7,4970","-1,36%"
"16/09/1994","7,5510","7,5510","7,5510","7,5510","0,72%"
"19/09/1994","7,6340","7,6340","7,6340","7,6340","1,10%"
"20/09/1994","7,7040","7,7040","7,7040","7,7040","0,92%"
"21/09/1994","7,6850","7,6850","7,6850","7,6850","-0,25%"
"22/09/1994","7,5940","7,5940","7,5940","7,5940","-1,18%"
"23/09/1994","7,5730","7,5730","7,5730","7,5730","-0,28%"
"26/09/1994","7,5900","7,5900","7,5900","7,5900","0,22%"
"27/09/1994","7,5790","7,5790","7,5790","7,5790","-0,14%"
"28/09/1994","7,4810","7,4810","7,4810","7,4810","-1,29%"
